Time,I,Q
0,-0.00056631141342222690582,-0.0014067437732592225075
3.1281250000000000934e-08,-0.00056855927687138319016,-0.0013965086545795202255
6.2562500000000001867e-08,-0.00056637125089764595032,-0.0014017026405781507492
9.3843749999999996184e-08,-0.0005708005046471953392,-0.0014019421068951487541
1.2512500000000000373e-07,-0.0005688851233571767807,-0.0013952649896964430809
1.5640625000000001129e-07,-0.00056438939645886421204,-0.0013972402084618806839
1.8768750000000001884e-07,-0.00056909129489213228226,-0.0014015962369740009308
2.1896875000000002639e-07,-0.00057232344988733530045,-0.0013962027151137590408
2.5025000000000000747e-07,-0.00056380417663604021072,-0.0013987099518999457359
2.8153124999999998855e-07,-0.00057269592070952057838,-0.001384018920361995697
3.1281249999999996963e-07,-0.00053919060155749320984,-0.0013021710328757762909
3.4409374999999995071e-07,-0.00025967604597099125385,-0.00063179235439747571945
3.7537499999999993179e-07,0.00023849416174925863743,0.00062142423121258616447
4.0665624999999991288e-07,0.0005052929045632481575,0.001264070277102291584
4.3793749999999989396e-07,0.00033516605617478489876,0.00083872984396293759346
4.6921874999999987504e-07,-0.00014771461428608745337,-0.00038074204348959028721
5.0049999999999990906e-07,-0.00050001905765384435654,-0.0012530769454315304756
5.3178124999999989014e-07,-0.00056232773931697010994,-0.0013935158494859933853
5.6306249999999987122e-07,-0.00056994921760633587837,-0.0014077479718253016472
5.943437499999998523e-07,-0.00056774792028591036797,-0.0013988030841574072838
6.2562499999999983338e-07,-0.00056629808386787772179,-0.001399122294969856739
6.5690624999999981447e-07,-0.0005738397594541311264,-0.0013996476773172616959
6.8818749999999979555e-07,-0.00056975637562572956085,-0.0014014432672411203384
7.1946874999999977663e-07,-0.00056819349993020296097,-0.0014043296687304973602
7.5074999999999975771e-07,-0.00056649761972948908806,-0.0013978520873934030533
7.8203124999999973879e-07,-0.00057318800827488303185,-0.0014025937998667359352
8.1331249999999971987e-07,-0.0005702684866264462471,-0.0013943006051704287529
8.4459374999999970095e-07,-0.00057220377493649721146,-0.0013928575208410620689
8.7587499999999968204e-07,-0.00056876544840633869171,-0.0013902304926887154579
9.0715624999999966312e-07,-0.00055179995251819491386,-0.0013465766096487641335
9.384374999999996442e-07,-0.00034526819945313036442,-0.00084040575893595814705
9.6971874999999962528e-07,0.00014230109809432178736,0.00037966467789374291897
1.0009999999999996064e-06,0.00049396709073334932327,0.0012459009885787963867
1.0322812499999995874e-06,0.00056964333634823560715,0.0013938351767137646675
1.0635624999999995685e-06,0.00057240994647145271301,0.0014060521498322486877
1.0948437499999995496e-06,0.00056621164549142122269,0.0013836465077474713326
1.1261249999999995307e-06,0.00046698594815097749233,0.0011443343246355652809
1.1574062499999995118e-06,6.742293044226244092e-05,0.00014013302279636263847
1.1886874999999994928e-06,-0.0003983659262303262949,-0.001009694649837911129
1.2199687499999994739e-06,-0.0005588295753113925457,-0.0013791973469778895378
1.251249999999999455e-06,-0.00056908465921878814697,-0.0014039305970072746277
1.2825312499999994361e-06,-0.00056460889754816889763,-0.0014008381403982639313
1.3138124999999994172e-06,-0.00056976301129907369614,-0.0014042630791664123535
