Time,I,Q
0,-0.0010153669863939285278,0.00022372166858986020088
3.0000000000000003936e-08,1.8574995920062065125e-05,7.7061864431016147137e-05
6.0000000000000007873e-08,0.001016913214698433876,-0.00013495328312274068594
9.0000000000000011809e-08,0.0011560464045032858849,-0.00026091613108292222023
1.2000000000000001575e-07,0.00034155347384512424469,-0.00019381483434699475765
1.5000000000000001968e-07,-0.00078218139242380857468,5.1843482651747763157e-05
1.8000000000000002362e-07,-0.0013530272990465164185,0.00030310431611724197865
2.1000000000000002755e-07,-0.0014526249142363667488,0.00048245533253066241741
2.4000000000000003149e-07,-0.0013528259005397558212,0.00056174356723204255104
2.700000000000000619e-07,-0.0012212683213874697685,0.00051437260117381811142
3.000000000000000923e-07,-0.0012036585249006748199,0.00037675720523111522198
3.3000000000000012271e-07,-0.0013187620788812637329,0.00029120664112269878387
3.6000000000000015312e-07,-0.0014224202604964375496,0.00034573159064166247845
3.9000000000000018352e-07,-0.0011653123656287789345,0.00042435273644514381886
4.2000000000000021393e-07,-0.0002611363888718187809,0.00029222347075119614601
4.5000000000000024433e-07,0.00085304153617471456528,-8.7462038209196180105e-05
4.8000000000000027474e-07,0.0013788710348308086395,-0.00044754680129699409008
5.1000000000000030515e-07,0.0013392199762165546417,-0.00057732767891138792038
5.4000000000000033555e-07,0.0012240590294823050499,-0.00051747891120612621307
5.7000000000000036596e-07,0.0011972241336479783058,-0.00037120628985576331615
6.0000000000000039637e-07,0.0013223451096564531326,-0.00027821000549010932446
6.3000000000000042677e-07,0.0014699696330353617668,-0.00035414984449744224548
6.6000000000000045718e-07,0.0014939386164769530296,-0.00051311723655089735985
6.9000000000000048758e-07,0.0013504753587767481804,-0.00061328761512413620949
7.2000000000000051799e-07,0.0011912382906302809715,-0.00053074938477948307991
7.500000000000005484e-07,0.0011868989095091819763,-0.00034591479925438761711
7.800000000000005788e-07,0.00123442069161683321,-0.00024718139320611953735
8.1000000000000060921e-07,0.00075531972106546163559,-0.00017743142961990088224
8.4000000000000063961e-07,-0.00032677804119884967804,-1.2118136510252952576e-05
8.7000000000000067002e-07,-0.0011256295256316661835,0.00017057311197277158499
9.0000000000000070043e-07,-0.0014435939956456422806,0.00033895811066031455994
9.3000000000000073083e-07,-0.0014638818101957440376,0.00051612418610602617264
9.6000000000000076124e-07,-0.0013049361295998096466,0.00058650679420679807663
9.9000000000000068577e-07,-0.00091919128317385911942,0.00044640700798481702805
1.0200000000000006103e-06,-0.00013246299931779503822,7.248946349136531353e-05
1.0500000000000005348e-06,0.00067646900424733757973,-0.00031585374381393194199
1.0800000000000004593e-06,0.00093024747911840677261,-0.00041502917883917689323
1.1100000000000003839e-06,0.00045647865044884383678,-0.00016300215793307870626
1.1400000000000003084e-06,-0.00038577051600441336632,0.00021195565932430326939
1.1700000000000002329e-06,-0.00097824563272297382355,0.00040449848165735602379
1.2000000000000001575e-06,-0.0011727438541129231453,0.00034507093369029462337
1.230000000000000082e-06,-0.0013347443891689181328,0.00027127415523864328861
1.2600000000000000065e-06,-0.0014805389801040291786,0.00034827485796995460987
1.289999999999999931e-06,-0.001476441510021686554,0.00052752549527212977409
1.3199999999999998556e-06,-0.0013341712765395641327,0.00062022794736549258232
1.3499999999999997801e-06,-0.001169247552752494812,0.00051393103785812854767
1.3799999999999997046e-06,-0.001077782362699508667,0.0003224594402126967907
1.4099999999999996291e-06,-0.00070342002436518669128,0.00010472645953996106982
1.4399999999999995537e-06,0.00026423472445458173752,-0.00013718521222472190857
1.4699999999999994782e-06,0.00096918822964653372765,-0.00024409459729213267565
1.4999999999999994027e-06,0.00093441631179302930832,-0.00014522887067869305611
1.5299999999999993273e-06,9.7642478067427873611e-05,2.7148475055582821369e-05
1.5599999999999992518e-06,-0.00079900590935721993446,0.00015960584278218448162
1.5899999999999991763e-06,-0.0010604833951219916344,0.00018343832925893366337
1.6199999999999991008e-06,-0.00046258064685389399529,0.00010288607882102951407
1.6499999999999990254e-06,0.00055304355919361114502,-5.8972786064259707928e-05
1.6799999999999989499e-06,0.0012234655441716313362,-0.00020358877372927963734
1.7099999999999988744e-06,0.0014841594966128468513,-0.00035272727836854755878
1.7399999999999987989e-06,0.0014765070518478751183,-0.00053139688679948449135
1.7699999999999987235e-06,0.0012624807422980666161,-0.00059559621149674057961
1.799999999999998648e-06,0.00073223997605964541435,-0.00039570219814777374268
1.8299999999999985725e-06,-0.00014297146117314696312,3.0995026463642716408e-05
1.8599999999999984971e-06,-0.00088887527817860245705,0.00041198576218448579311
1.8899999999999984216e-06,-0.0011233179830014705658,0.000481804658193141222
1.9199999999999985579e-06,-0.0011840132065117359161,0.0003315620124340057373
1.9499999999999986941e-06,-0.0013461433118209242821,0.00025159757933579385281
1.9799999999999988304e-06,-0.0013695713132619857788,0.00033644010545685887337
2.0099999999999989667e-06,-0.00084772508125752210617,0.00039654813008382916451
2.039999999999999103e-06,0.00036797582288272678852,0.00016152590978890657425
2.0699999999999992393e-06,0.0013343287864699959755,-0.00025959534104913473129
2.0999999999999993756e-06,0.0014804089441895484924,-0.00055994116701185703278
2.1299999999999995119e-06,0.0013098284834995865822,-0.00063921854598447680473
2.1599999999999996481e-06,0.0011313003487884998322,-0.00051051023183390498161
2.1899999999999997844e-06,0.0011610251385718584061,-0.00031365529866889119148
2.2199999999999999207e-06,0.0013624744024127721786,-0.00022858065494801849127
2.250000000000000057e-06,0.0015275191981345415115,-0.00036486930912360548973
