Time,I,Q
0,0.00081522227264940738678,0.00063365616369992494583
3.0000000000000003936e-08,-7.7249598689377307892e-05,-0.00022367481142282485962
6.0000000000000007873e-08,-0.00088104192400351166725,-0.00088123511523008346558
9.0000000000000011809e-08,-0.0011268480448052287102,-0.001012028777040541172
1.2000000000000001575e-07,-0.0011600508587434887886,-0.0010126725537702441216
1.5000000000000001968e-07,-0.0011496613733470439911,-0.0010084898676723241806
1.8000000000000002362e-07,-0.001051663537509739399,-0.00088459404651075601578
2.1000000000000002755e-07,-0.00052218738710507750511,-0.0003309331950731575489
2.4000000000000003149e-07,0.00034950242843478918076,0.00045926059829071164131
2.700000000000000619e-07,0.00095077895093709230423,0.00091630266979336738586
3.000000000000000923e-07,0.0011361575452610850334,0.0010232848580926656723
3.3000000000000012271e-07,0.0011634392431005835533,0.0010153902694582939148
3.6000000000000015312e-07,0.0011473761405795812607,0.00097569590434432029724
3.9000000000000018352e-07,0.00092047371435910463333,0.00073281093500554561615
4.2000000000000021393e-07,0.00026640124269761145115,9.201598004437983036e-05
4.5000000000000024433e-07,-0.00057980674318969249725,-0.00064871867652982473373
4.8000000000000027474e-07,-0.0010674643563106656075,-0.00098791799973696470261
5.1000000000000030515e-07,-0.0011632096720859408379,-0.001013198518194258213
5.4000000000000033555e-07,-0.0011702748015522956848,-0.0010166289284825325012
5.7000000000000036596e-07,-0.0011690255487337708473,-0.0010010100668296217918
6.0000000000000039637e-07,-0.0011694986606016755104,-0.001003915444016456604
6.3000000000000042677e-07,-0.001166959758847951889,-0.0010164653649553656578
6.6000000000000045718e-07,-0.0011530186748132109642,-0.00098893372341990470886
6.9000000000000048758e-07,-0.00099718582350760698318,-0.00083058275049552321434
7.2000000000000051799e-07,-0.00031182961538434028625,-0.00012048915959894657135
7.500000000000005484e-07,0.00062048860127106308937,0.00069602549774572253227
7.800000000000005788e-07,0.0010029963450506329536,0.00089036254212260246277
8.1000000000000060921e-07,0.00057336117606610059738,0.00038447027327492833138
8.4000000000000063961e-07,-0.00034013233380392193794,-0.00044345218339003622532
8.7000000000000067002e-07,-0.00092155294260010123253,-0.00086578167974948883057
9.0000000000000070043e-07,-0.0007618704112246632576,-0.00060445017879828810692
9.3000000000000073083e-07,1.7970683984458446503e-05,0.0001686408650130033493
9.6000000000000076124e-07,0.00075837678741663694382,0.00078371498966589570045
9.9000000000000068577e-07,0.00088676786981523036957,0.00076334550976753234863
1.0200000000000006103e-06,0.00028538901824504137039,0.00011328002437949180603
1.0500000000000005348e-06,-0.00054147711489349603653,-0.00061526009812951087952
